work,book_names,book_summary,book_category
771,This Is Marketing,"1-Sentence-Summary: This Is Marketing argues that marketing success in today鈥檚 world comes from focusing more on the needs, values, and desires of our target audience, rather than spamming as many people as possible with our message.",['Entrepreneurship']
772,This Is Your Brain On Music,"1-Sentence-Summary:聽This Is Your Brain On Music explains where music historically comes from, what it triggers in our brain, how we develop our tastes and why it鈥檚 a crucial part of our lives, along with what makes great musicians great.",['Self Improvement']
773,Thou Shall Prosper,"1-Sentence-Summary:聽Thou Shall Prosper examines the tried and true principles of age-old, Jewish tradition for creating a life of wealth, prosperity and integrity, and combines them with聽examples from the modern world of business, to help you live a successful life.","['Entrepreneurship', 'Personal Finance', 'Self Improvement']"
774,Thrive,"1-Sentence-Summary:聽Thrive shines a light on the missing ingredient in our perception of success, which includes well-being, wonder, wisdom and giving, and goes beyond just money and power, which often drive people right into burnout, terrible health and unhappiness.",['Self Improvement']
775,Through The Language Glass,"1-Sentence-Summary:聽Through The Language Glass explains how the language you speak fundamentally alters your reality and how nature, culture and language have all been intertwined all throughout history.",['Self Improvement']
776,Time And How To Spend It,1-Sentence-Summary: Time And How To Spend It is your guide to becoming more productive by not focusing on working extra hours but instead using the time off more effectively.,"['Business', 'Career', 'Happiness', 'Health', 'Mindfulness', 'Motivation & Inspiration', 'Productivity', 'Psychology', 'Self Improvement', 'Success', 'Work']"
777,Tiny Habits,1-Sentence-Summary: Tiny Habits shows you the power of applying small changes to your routine to unleash the full power that habits have to make your life better.,"['Happiness', 'Motivation & Inspiration', 'Productivity', 'Psychology', 'Self Improvement', 'Success', 'Work']"
778,To Sell Is Human,"1-Sentence-Summary:聽To Sell Is Human shows you that selling is part of your life, no matter what you do, and what a successful salesperson looks like in the 21st century, with practical ideas to help you convince others in a more honest, natural and sustainable way.","['Entrepreneurship', 'Self Improvement']"
779,Tools Of Titans,"1-Sentence-Summary:聽Tools Of Titans is a massive compendium of everything Tim Ferriss has learned about health, wealth and wisdom from interviewing over 200 world-class performers on his podcast, The Tim Ferriss show.","['Entrepreneurship', 'Personal Finance', 'Self Improvement']"
780,Traction,1-Sentence-Summary:聽Traction is a roadmap for startups to achieve the exponential growth necessary to survive the first few months and years by looking at 19 ways to get traction and a framework to help you pick the best one for your startup.,['Entrepreneurship']
781,Tribal Leadership,1-Sentence-Summary: Tribal Leadership explains the various ways people function within organizations and teaches you how to lead change and improve your organization鈥檚 culture.,"['Entrepreneurship', 'Self Improvement']"
782,Tribe of Mentors,"1-Sentence-Summary:聽Tribe of Mentors is a collection of over 100 mini-interviews, where some of the world鈥檚 most successful people share their ideas around habits, learning, money, relationships, failure, success, and life.",['Self Improvement']
783,Tribes,"1-Sentence-Summary:聽Tribes turns you from a sheepwalker into a heretic, by giving you the tools to start your own tribe, explaining why they鈥檙e the future of business and showing you that you too, can be a leader.",['Entrepreneurship']
784,Trillion Dollar Coach,1-Sentence-Summary: Trillion Dollar Coach will help you become a better leader in the office by sharing the life and teachings of businessman Bill Campbell who helped build multi-billion dollar companies in Silicon Valley.,"['Business', 'Career', 'Leadership', 'Management', 'Motivation & Inspiration', 'Productivity', 'Self Improvement', 'Success', 'Work']"
785,"Trust Me, I鈥檓 Lying","1-Sentence-Summary:聽Trust Me, I鈥檓 Lying is a marketer鈥檚 take on how influential blogs have truly become, why that鈥檚 something to worry about, and how the internet is broken, which includes his own confessions of how he gamed the very same system to generate press for his clients.",['Entrepreneurship']
786,Trying Not To Try,"1-Sentence-Summary:聽Trying Not To Try explores ancient, Chinese philosophy to break down the art of being spontaneous, which will help you unite your mind and body, reach a state of flow, and breeze through life like a leaf in a river.",['Self Improvement']
787,Tubes,"1-Sentence-Summary:聽Tubes is a behind-the-scenes look at the real, tangible, physical heart of the internet, this elusive and seemingly invisible technology that permeates all of our lives on a daily basis.","['Entrepreneurship', 'Self Improvement']"
788,Turning Pro,"1-Sentence-Summary:聽Turning Pro聽is an inspiring instruction manual that鈥檒l help you create the work you were meant to do by dividing your life into two phases, the amateur and the professional, and getting you from one into the other.","['Entrepreneurship', 'Self Improvement']"
789,Uncertainty,"1-Sentence-Summary:聽Uncertainty shows you that the condition of not knowing is nothing to fear, but the birthplace of innovation, which, if you embrace it while anchoring yourself, has an unlimited potential for growth, wealth and happiness.","['Entrepreneurship', 'Self Improvement']"
790,Unlimited Power,"1-Sentence-Summary:聽Unlimited Power is a self-help classic, which breaks down how Tony Robbins has helped top performers achieve at their highest level and how you can use the same mental and physical tactics to accomplish your biggest goals in life.",['Self Improvement']
791,Unlocking Potential,1-Sentence-Summary: Unlocking Potential is a guide that will help you as a leader make a difference in people鈥檚 lives in the long run by learning how to coach people in a way that brings to light their greatest strengths and capabilities.,"['Business', 'Career', 'Communication Skills', 'Leadership', 'Management', 'Motivation & Inspiration', 'Productivity', 'Relationships', 'Self Improvement', 'Success', 'Work']"
792,Unshakeable,"1-Sentence-Summary: Unshakeable distills the essence of world class investors down into four core principles you should follow while investing, giving you simple rules and actionable steps to follow to make sure your finances flourish.",['Personal Finance']
